dataset,model,seed,alpha,score,axis,method,target_coverage,marginal_coverage,mean_set_size,coverage_gap,worst_group_coverage,set_size_disparity
ACSEmployment-CA,tabpfn_temp,4,0.1,lac,race,mondrian,0.9,0.8941666666666667,1.2025,0.019182145288340058,0.8901098901098901,0.0685354468540309
ACSEmployment-CA,tabpfn_temp,4,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,tabpfn_temp,4,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,tabpfn_temp,4,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,tabpfn_temp,4,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,tabpfn_temp,4,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,tabpfn_temp,4,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,tabpfn_temp,4,0.1,aps,age,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,tabpfn_temp,4,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,tabpfn_temp,4,0.2,lac,predclass,marginal,0.8,0.8075,1.0,0.09765670861031583,0.759607522485691,0.0
ACSEmployment-CA,tabpfn_temp,4,0.2,lac,sex,marginal,0.8,0.8075,1.0,0.06652574565680847,0.7752627324171383,0.0
ACSEmployment-CA,tabpfn_temp,4,0.2,lac,age,marginal,0.8,0.8075,1.0,0.16759864287509418,0.6965317919075145,0.0
ACSEmployment-CA,tabpfn_temp,4,0.2,lac,race,marginal,0.8,0.8075,1.0,0.043664300301468506,0.7942477876106194,0.0
ACSEmployment-CA,tabpfn_temp,4,0.2,lac,predclass,mondrian,0.8,0.8154166666666667,1.0195833333333333,0.0821211403355816,0.7751430907604252,0.038430089942763646
ACSEmployment-CA,tabpfn_temp,4,0.2,lac,sex,mondrian,0.8,0.8075,1.0,0.06652574565680847,0.7752627324171383,0.0
ACSEmployment-CA,tabpfn_temp,4,0.2,lac,age,mondrian,0.8,0.8241666666666667,1.0358333333333334,0.09245413420457393,0.7716763005780347,0.17630057803468202
ACSEmployment-CA,tabpfn_temp,4,0.2,lac,race,mondrian,0.8,0.8075,1.0,0.043664300301468506,0.7942477876106194,0.0
ACSEmployment-CA,tabpfn_temp,4,0.2,aps,predclass,marginal,0.8,1.0,1.97125,0.0,1.0,0.05862361937128302
ACSEmployment-CA,tabpfn_temp,4,0.2,aps,sex,marginal,0.8,1.0,1.97125,0.0,1.0,0.005732533220818903
ACSEmployment-CA,tabpfn_temp,4,0.2,aps,age,marginal,0.8,1.0,1.97125,0.0,1.0,0.09375
ACSEmployment-CA,tabpfn_temp,4,0.2,aps,race,marginal,0.8,1.0,1.97125,0.0,1.0,0.027764271127103113
ACSEmployment-CA,tabpfn_temp,4,0.2,aps,predclass,mondrian,0.8,1.0,1.9666666666666666,0.0,1.0,0.06796941376380627
ACSEmployment-CA,tabpfn_temp,4,0.2,aps,sex,mondrian,0.8,1.0,1.9783333333333333,0.0,1.0,0.0263611725313857
ACSEmployment-CA,tabpfn_temp,4,0.2,aps,age,mondrian,0.8,1.0,1.9633333333333334,0.0,1.0,0.10869565217391308
ACSEmployment-CA,tabpfn_temp,4,0.2,aps,race,mondrian,0.8,1.0,1.98125,0.0,1.0,0.023047748711465532
ACSEmployment-CA,xgboost,0,0.05,lac,predclass,marginal,0.95,0.9479166666666666,1.4375,0.04192940574880988,0.9274061990212071,0.21947803274314892
ACSEmployment-CA,xgboost,0,0.05,lac,sex,marginal,0.95,0.9479166666666666,1.4375,0.01180608027023422,0.9420529801324503,0.16917418551935648
ACSEmployment-CA,xgboost,0,0.05,lac,age,marginal,0.95,0.9479166666666666,1.4375,0.04491142196060227,0.9250585480093677,0.4946300767626417
ACSEmployment-CA,xgboost,0,0.05,lac,race,marginal,0.95,0.9479166666666666,1.4375,0.04100953301410182,0.9298642533936652,0.17783244739269866
ACSEmployment-CA,xgboost,0,0.05,lac,predclass,mondrian,0.95,0.9554166666666667,1.4645833333333333,0.00223577179286949,0.9543230016313213,0.40922683148478045
ACSEmployment-CA,xgboost,0,0.05,lac,sex,mondrian,0.95,0.95,1.445,0.007667007422552108,0.9461920529801324,0.15094004177963471
ACSEmployment-CA,xgboost,0,0.05,lac,age,mondrian,0.95,0.9541666666666667,1.47375,0.026358466376656065,0.9337175792507204,0.53764138778548
ACSEmployment-CA,xgboost,0,0.05,lac,race,mondrian,0.95,0.9541666666666667,1.4541666666666666,0.041381539353141816,0.9389140271493213,0.1401600427969596
ACSEmployment-CA,xgboost,0,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.05,aps,age,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.1,lac,predclass,marginal,0.9,0.89875,1.24625,0.07314683837690472,0.8629690048939641,0.10187699225469737
ACSEmployment-CA,xgboost,0,0.1,lac,sex,marginal,0.9,0.89875,1.24625,0.003850171118716439,0.8968120805369127,0.11912196097604344
ACSEmployment-CA,xgboost,0,0.1,lac,age,marginal,0.9,0.89875,1.24625,0.08727747920831497,0.861671469740634,0.3167086394752101
ACSEmployment-CA,xgboost,0,0.1,lac,race,marginal,0.9,0.89875,1.24625,0.035452269033080075,0.8868778280542986,0.15626235557703305
ACSEmployment-CA,xgboost,0,0.1,lac,predclass,mondrian,0.9,0.8983333333333333,1.2620833333333332,0.002262173075693874,0.8972267536704731,0.3146240874188162
ACSEmployment-CA,xgboost,0,0.1,lac,sex,mondrian,0.9,0.89875,1.2454166666666666,0.017817458553713528,0.8899006622516556,0.20744810880483588
ACSEmployment-CA,xgboost,0,0.1,lac,age,mondrian,0.9,0.9025,1.2691666666666668,0.04124982193927307,0.8731988472622478,0.43111266886483035
ACSEmployment-CA,xgboost,0,0.1,lac,race,mondrian,0.9,0.90625,1.27,0.07428722048939074,0.8868778280542986,0.2510872907788957
ACSEmployment-CA,xgboost,0,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.1,aps,age,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,0,0.2,lac,predclass,marginal,0.8,0.8075,1.0,0.08669903371304866,0.765089722675367,0.0
ACSEmployment-CA,xgboost,0,0.2,lac,sex,marginal,0.8,0.8075,1.0,0.049235521578736785,0.7827181208053692,0.0
ACSEmployment-CA,xgboost,0,0.2,lac,age,marginal,0.8,0.8075,1.0,0.1996434474820642,0.6772334293948127,0.0
ACSEmployment-CA,xgboost,0,0.2,lac,race,marginal,0.8,0.8075,1.0,0.013987027171611377,0.8004926108374384,0.0
ACSEmployment-CA,xgboost,0,0.2,lac,predclass,mondrian,0.8,0.8304166666666667,1.0620833333333333,0.04183769602952492,0.8099510603588908,0.12153344208809136
ACSEmployment-CA,xgboost,0,0.2,lac,sex,mondrian,0.8,0.8245833333333333,1.0366666666666666,0.014839548424374405,0.8171140939597316,0.0738255033557047
ACSEmployment-CA,xgboost,0,0.2,lac,age,mondrian,0.8,0.8291666666666667,1.0570833333333334,0.1333610267327846,0.7435158501440923,0.19020172910662825
ACSEmployment-CA,xgboost,0,0.2,lac,race,mondrian,0.8,0.8133333333333334,1.01625,0.05662425375384428,0.8074534161490683,0.16504854368932032
ACSEmployment-CA,xgboost,0,0.2,aps,predclass,marginal,0.8,1.0,1.9975,0.0,1.0,0.005110732538330387
ACSEmployment-CA,xgboost,0,0.2,aps,sex,marginal,0.8,1.0,1.9975,0.0,1.0,3.3334814880658925e-05
ACSEmployment-CA,xgboost,0,0.2,aps,age,marginal,0.8,1.0,1.9975,0.0,1.0,0.009009009009008917
ACSEmployment-CA,xgboost,0,0.2,aps,race,marginal,0.8,1.0,1.9975,0.0,1.0,0.018727344603241658
ACSEmployment-CA,xgboost,0,0.2,aps,predclass,mondrian,0.8,1.0,1.9775,0.0,1.0,0.04599659284497437
ACSEmployment-CA,xgboost,0,0.2,aps,sex,mondrian,0.8,1.0,1.9820833333333334,0.0,1.0,0.035596026490066324
ACSEmployment-CA,xgboost,0,0.2,aps,age,mondrian,0.8,1.0,1.9804166666666667,0.0,1.0,0.06306306306306309
ACSEmployment-CA,xgboost,0,0.2,aps,race,mondrian,0.8,1.0,1.9895833333333333,0.0,1.0,0.03619909502262453
ACSEmployment-CA,xgboost,1,0.05,lac,predclass,marginal,0.95,0.9554166666666667,1.4616666666666667,0.037556157782963284,0.9362786745964317,0.21277538762503712
ACSEmployment-CA,xgboost,1,0.05,lac,sex,marginal,0.95,0.9554166666666667,1.4616666666666667,0.006375861339626643,0.9520905923344948,0.12689383397713483
ACSEmployment-CA,xgboost,1,0.05,lac,age,marginal,0.95,0.9554166666666667,1.4616666666666667,0.040417968889741696,0.9370932754880694,0.47787984460808275
ACSEmployment-CA,xgboost,1,0.05,lac,race,marginal,0.95,0.9554166666666667,1.4616666666666667,0.02313533461074435,0.9393939393939394,0.08203818039883615
ACSEmployment-CA,xgboost,1,0.05,lac,predclass,mondrian,0.95,0.9516666666666667,1.4604166666666667,0.01852625026832766,0.9422259983007647,0.27191586353597974
ACSEmployment-CA,xgboost,1,0.05,lac,sex,mondrian,0.95,0.9558333333333333,1.4675,0.005504781200253772,0.9529616724738676,0.1146987120259153
ACSEmployment-CA,xgboost,1,0.05,lac,age,mondrian,0.95,0.9575,1.4879166666666668,0.03936750215072493,0.9436008676789588,0.6261648181434145
ACSEmployment-CA,xgboost,1,0.05,lac,race,mondrian,0.95,0.9575,1.4775,0.058122205663189264,0.9090909090909091,0.07575757575757569
ACSEmployment-CA,xgboost,1,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.05,aps,age,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.1,lac,predclass,marginal,0.9,0.8983333333333333,1.2558333333333334,0.053917029241992376,0.8708581138487681,0.06983259822532029
ACSEmployment-CA,xgboost,1,0.1,lac,sex,marginal,0.9,0.8983333333333333,1.2558333333333334,0.014549543030802248,0.8913738019169329,0.12138905277688106
ACSEmployment-CA,xgboost,1,0.1,lac,age,marginal,0.9,0.8983333333333333,1.2558333333333334,0.106011911171486,0.8370165745856354,0.25717942133905414
ACSEmployment-CA,xgboost,1,0.1,lac,race,marginal,0.9,0.8983333333333333,1.2558333333333334,0.05476308754997283,0.8585858585858586,0.06810493695739606
ACSEmployment-CA,xgboost,1,0.1,lac,predclass,mondrian,0.9,0.9025,1.2833333333333334,0.0012629639638450652,0.901880621422731,0.24261690579386452
ACSEmployment-CA,xgboost,1,0.1,lac,sex,mondrian,0.9,0.9008333333333334,1.2591666666666668,0.008087408578330346,0.896964856230032,0.13445803787111354
ACSEmployment-CA,xgboost,1,0.1,lac,age,mondrian,0.9,0.90125,1.2779166666666666,0.04298836284282237,0.8828633405639913,0.546418779560496
ACSEmployment-CA,xgboost,1,0.1,lac,race,mondrian,0.9,0.90375,1.2704166666666667,0.07496510775199305,0.8383838383838383,0.08578170463416357
ACSEmployment-CA,xgboost,1,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.1,aps,age,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.2,lac,predclass,marginal,0.8,0.79625,1.0104166666666667,0.06533441799105366,0.7629566694987255,0.00043418728129984707
ACSEmployment-CA,xgboost,1,0.2,lac,sex,marginal,0.8,0.79625,1.0104166666666667,0.07331266489296573,0.7611821086261981,6.957509100402604e-05
ACSEmployment-CA,xgboost,1,0.2,lac,age,marginal,0.8,0.79625,1.0104166666666667,0.20358329122731456,0.6629834254143646,0.015173900111658867
ACSEmployment-CA,xgboost,1,0.2,lac,race,marginal,0.8,0.79625,1.0104166666666667,0.08464031414851092,0.7373737373737373,0.022860540451880018
ACSEmployment-CA,xgboost,1,0.2,lac,predclass,mondrian,0.8,0.81875,1.0620833333333333,0.012785947059718472,0.8122344944774851,0.1265930331350893
ACSEmployment-CA,xgboost,1,0.2,lac,sex,mondrian,0.8,0.8179166666666666,1.0491666666666666,0.025099909830682,0.8059105431309904,0.09424920127795522
ACSEmployment-CA,xgboost,1,0.2,lac,age,mondrian,0.8,0.8304166666666667,1.0883333333333334,0.08182784963266732,0.7787418655097614,0.3950276243093922
ACSEmployment-CA,xgboost,1,0.2,lac,race,mondrian,0.8,0.8033333333333333,1.0204166666666667,0.09005748350010645,0.7272727272727273,0.033152909336941816
ACSEmployment-CA,xgboost,1,0.2,aps,predclass,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.2,aps,sex,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.2,aps,age,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.2,aps,race,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,1,0.2,aps,predclass,mondrian,0.8,1.0,1.9895833333333333,0.0,1.0,0.02044153720359776
ACSEmployment-CA,xgboost,1,0.2,aps,sex,mondrian,0.8,1.0,1.9816666666666667,0.0,1.0,0.03832752613240409
ACSEmployment-CA,xgboost,1,0.2,aps,age,mondrian,0.8,1.0,1.9808333333333332,0.0,1.0,0.052473763118440875
ACSEmployment-CA,xgboost,1,0.2,aps,race,mondrian,0.8,1.0,1.9975,0.0,1.0,0.04040404040404044
ACSEmployment-CA,xgboost,2,0.05,lac,predclass,marginal,0.95,0.9508333333333333,1.46375,0.0299180763319975,0.9358867610324729,0.29339395374580124
ACSEmployment-CA,xgboost,2,0.05,lac,sex,marginal,0.95,0.9508333333333333,1.46375,0.01426330231075501,0.9437551695616212,0.1311302927456337
ACSEmployment-CA,xgboost,2,0.05,lac,age,marginal,0.95,0.9508333333333333,1.46375,0.04685565623037591,0.9235668789808917,0.41637211805867036
ACSEmployment-CA,xgboost,2,0.05,lac,race,marginal,0.95,0.9508333333333333,1.46375,0.027095277095277148,0.9368686868686869,0.0982042991072336
ACSEmployment-CA,xgboost,2,0.05,lac,predclass,mondrian,0.95,0.9558333333333333,1.4745833333333334,0.014926399254443945,0.948376353039134,0.33170925813142915
ACSEmployment-CA,xgboost,2,0.05,lac,sex,mondrian,0.95,0.9525,1.47875,0.014046623455902685,0.945424013434089,0.01634883628870809
ACSEmployment-CA,xgboost,2,0.05,lac,age,mondrian,0.95,0.9591666666666666,1.5079166666666666,0.036836062436784056,0.9331210191082803,0.5077739537843076
ACSEmployment-CA,xgboost,2,0.05,lac,race,mondrian,0.95,0.9575,1.4845833333333334,0.011657196232583433,0.9544827586206897,0.053737145723601554
ACSEmployment-CA,xgboost,2,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.05,aps,age,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.1,lac,predclass,marginal,0.9,0.9083333333333333,1.27625,0.06984727072727137,0.8734388009991674,0.10703965766642898
ACSEmployment-CA,xgboost,2,0.1,lac,sex,marginal,0.9,0.9083333333333333,1.27625,0.013042400301683577,0.9017632241813602,0.11665031158002637
ACSEmployment-CA,xgboost,2,0.1,lac,age,marginal,0.9,0.9083333333333333,1.27625,0.06956358272840324,0.8726899383983573,0.2450614515116174
ACSEmployment-CA,xgboost,2,0.1,lac,race,marginal,0.9,0.9083333333333333,1.27625,0.0182417180159844,0.9006772009029346,0.06251398124987295
ACSEmployment-CA,xgboost,2,0.1,lac,predclass,mondrian,0.9,0.9108333333333334,1.2991666666666666,0.02651807397088468,0.8975853455453788,0.272834911690911
ACSEmployment-CA,xgboost,2,0.1,lac,sex,mondrian,0.9,0.9129166666666667,1.3004166666666668,0.03047463086465274,0.8975650713685979,0.04200861298448033
ACSEmployment-CA,xgboost,2,0.1,lac,age,mondrian,0.9,0.91125,1.30875,0.036537621779524465,0.8949044585987261,0.4560958105319819
ACSEmployment-CA,xgboost,2,0.1,lac,race,mondrian,0.9,0.9108333333333334,1.2858333333333334,0.011839339923717551,0.906896551724138,0.03924378924378935
ACSEmployment-CA,xgboost,2,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.1,aps,age,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,2,0.2,lac,predclass,marginal,0.8,0.8058333333333333,1.0,0.09134311898827707,0.7601998334721066,0.0
ACSEmployment-CA,xgboost,2,0.2,lac,sex,marginal,0.8,0.8058333333333333,1.0,0.0645827994491357,0.7732997481108312,0.0
ACSEmployment-CA,xgboost,2,0.2,lac,age,marginal,0.8,0.8058333333333333,1.0,0.12942495738763793,0.7452229299363057,0.0
ACSEmployment-CA,xgboost,2,0.2,lac,race,marginal,0.8,0.8058333333333333,1.0,0.01932776036224315,0.8013793103448276,0.0
ACSEmployment-CA,xgboost,2,0.2,lac,predclass,mondrian,0.8,0.8258333333333333,1.0475,0.051376424566961565,0.8001665278934221,0.09492089925062452
ACSEmployment-CA,xgboost,2,0.2,lac,sex,mondrian,0.8,0.81875,1.0270833333333333,0.03855425201000895,0.799328295549958,0.054575986565911005
ACSEmployment-CA,xgboost,2,0.2,lac,age,mondrian,0.8,0.8329166666666666,1.065,0.07559351380148494,0.7990543735224587,0.15605095541401282
ACSEmployment-CA,xgboost,2,0.2,lac,race,mondrian,0.8,0.8120833333333334,1.0170833333333333,0.03157780026465329,0.8013793103448276,0.07223476297968401
ACSEmployment-CA,xgboost,2,0.2,aps,predclass,marginal,0.8,1.0,1.9975,0.0,1.0,0.005004170141784892
ACSEmployment-CA,xgboost,2,0.2,aps,sex,marginal,0.8,1.0,1.9975,0.0,1.0,0.005037783375314797
ACSEmployment-CA,xgboost,2,0.2,aps,age,marginal,0.8,1.0,1.9975,0.0,1.0,0.008450704225352101
ACSEmployment-CA,xgboost,2,0.2,aps,race,marginal,0.8,1.0,1.9975,0.0,1.0,0.01732836284560424
ACSEmployment-CA,xgboost,2,0.2,aps,predclass,mondrian,0.8,1.0,1.98125,0.0,1.0,0.03753127606338613
ACSEmployment-CA,xgboost,2,0.2,aps,sex,mondrian,0.8,1.0,1.9875,0.0,1.0,0.02481389578163773
ACSEmployment-CA,xgboost,2,0.2,aps,age,mondrian,0.8,1.0,1.9758333333333333,0.0,1.0,0.07183098591549286
ACSEmployment-CA,xgboost,2,0.2,aps,race,mondrian,0.8,1.0,1.9920833333333334,0.0,1.0,0.013103448275862073
ACSEmployment-CA,xgboost,3,0.05,lac,predclass,marginal,0.95,0.9520833333333333,1.4333333333333333,0.03440357413751427,0.9351395730706076,0.24705558750718914
ACSEmployment-CA,xgboost,3,0.05,lac,sex,marginal,0.95,0.9520833333333333,1.4333333333333333,0.0113927487810348,0.9463537300922046,0.18328401452549414
ACSEmployment-CA,xgboost,3,0.05,lac,age,marginal,0.95,0.9520833333333333,1.4333333333333333,0.04218481621435932,0.926829268292683,0.48731026938329003
ACSEmployment-CA,xgboost,3,0.05,lac,race,marginal,0.95,0.9520833333333333,1.4333333333333333,0.025294060464664092,0.9432098765432099,0.11147895863343016
ACSEmployment-CA,xgboost,3,0.05,lac,predclass,mondrian,0.95,0.9533333333333334,1.44,0.011936018937594328,0.9474548440065681,0.3452110058096405
ACSEmployment-CA,xgboost,3,0.05,lac,sex,mondrian,0.95,0.9529166666666666,1.4391666666666667,0.009716302846416225,0.9480301760268232,0.1715488929831639
ACSEmployment-CA,xgboost,3,0.05,lac,age,mondrian,0.95,0.9466666666666667,1.4525,0.06410046036738226,0.9197183098591549,0.7603901727517206
ACSEmployment-CA,xgboost,3,0.05,lac,race,mondrian,0.95,0.9554166666666667,1.4475,0.02647683212307761,0.9499011206328279,0.07477398658501011
ACSEmployment-CA,xgboost,3,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.05,aps,age,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.1,lac,predclass,marginal,0.9,0.89375,1.2354166666666666,0.06766105707117442,0.8604269293924466,0.1004601035232926
ACSEmployment-CA,xgboost,3,0.1,lac,sex,marginal,0.9,0.89375,1.2354166666666666,0.019594416754459054,0.884009942004971,0.13309133435790543
ACSEmployment-CA,xgboost,3,0.1,lac,age,marginal,0.9,0.89375,1.2354166666666666,0.06716477728157566,0.8638211382113821,0.24918182232553887
ACSEmployment-CA,xgboost,3,0.1,lac,race,marginal,0.9,0.89375,1.2354166666666666,0.02694214505238124,0.8818897637795275,0.07965991430558361
ACSEmployment-CA,xgboost,3,0.1,lac,predclass,mondrian,0.9,0.8995833333333333,1.2558333333333334,0.019491885674276732,0.8899835796387521,0.2590499529060706
ACSEmployment-CA,xgboost,3,0.1,lac,sex,mondrian,0.9,0.8991666666666667,1.2504166666666667,0.012843492591067318,0.892707460184409,0.23625317805953117
ACSEmployment-CA,xgboost,3,0.1,lac,age,mondrian,0.9,0.8970833333333333,1.2766666666666666,0.0840010939422946,0.8577464788732394,0.6666666666666667
ACSEmployment-CA,xgboost,3,0.1,lac,race,mondrian,0.9,0.8941666666666667,1.2416666666666667,0.019943019943019946,0.8888888888888888,0.041215574548907785
ACSEmployment-CA,xgboost,3,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.1,aps,age,mondrian,0.9,1.0,1.9945833333333334,0.0,1.0,0.018309859154929553
ACSEmployment-CA,xgboost,3,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSEmployment-CA,xgboost,3,0.2,lac,predclass,marginal,0.8,0.79625,1.0,0.08974102506397275,0.7520525451559934,0.0
ACSEmployment-CA,xgboost,3,0.2,lac,sex,marginal,0.8,0.79625,1.0,0.0851258133089251,0.7539353769676885,0.0
ACSEmployment-CA,xgboost,3,0.2,lac,age,marginal,0.8,0.79625,1.0,0.14900861479556948,0.7087378640776699,0.0
ACSEmployment-CA,xgboost,3,0.2,lac,race,marginal,0.8,0.79625,1.0,0.03664819675318365,0.7901234567901234,0.0
